用語,読み,訳語候補番号,訳語候補,使い分け基準,用例(和文),用例(英文),用例出典,注釈1,注釈2
配当表,はいとうひょう,,distribution list,,,,,,
配当要求,はいとうようきゅう,,distribution demand,,,,,,
配当率,はいとうりつ,,percentage of distribution,,,,,,
売得金,ばいとくきん,,proceeds,,,,,【注】（出典）破産法186条,
背任,はいにん,,breach of trust,,,,,,
売買,ばいばい,1,sale,,,,,,
売買,ばいばい,2,purchase and sale,特に売りと買いの両方を含むことを明確にしたい場合,,,,,
破壊活動,はかいかつどう,,subversive activity,,,,,,
破壊的団体,はかいてきだんたい,,subversive organization,,,,,,
破棄,はき,1,destruction,破り捨てること,,,,,
破棄,はき,2,reversal,原判決を取り消すこと,,,,,
博徒,ばくと,,habitual gambler,,,,,,
爆発物,ばくはつぶつ,,explosives,,,,,,
派遣,はけん,1,dispatch,自衛隊員などの派遣：例外的に労働者の派遣,災害派遣,disaster relief dispatch (of the Self-Defense Forces),,,
派遣,はけん,1,dispatch,自衛隊員などの派遣：例外的に労働者の派遣,,,,【注】自衛隊派遣隊員 corps personnel from the Self-Defense Forces,
派遣,はけん,1,dispatch,自衛隊員などの派遣：例外的に労働者の派遣,,,,,dispatch は、特に品物やメッセージを届ける場合や、軍隊や警察などで人を派遣する場合によく使われる。
派遣,はけん,2,delegate,代表団等の派遣,,,,,
派遣,はけん,3,staffing,,,,,"【注】労働者の「派遣」は、誤解が生じないかぎりstaffingを使うが、これまでの条約や関連法令の翻訳の歴史又は過去の官公庁の使用例との整合性を取る必要や、誤解を避ける必要がある場合だけdispatchを使う。「staffing」を使用した場合、労働者派遣業は、staffing business, staffing service business, temporary staffing agencyなどと呼ばれ、「dispatch」を使用した場合、労働者派遣 worker dispatch、派遣労働者 dispatched worker、労働者派遣事業 worker dispatching services、労働者派遣事業の適性な運営の確保 securing proper operation of worker dispatching services （労働者派遣事業の適性な運営の確保及び派遣労働者の保護等に関する法律1条）となる。",
破産,はさん,,bankruptcy,,,,,,【動詞】破産する: go bankrupt
破産管財人,はさんかんざいにん,,bankruptcy trustee,,,,,,
破産管財人代理,はさんかんざいにんだいり,,deputy bankruptcy trustee,,,,,,
破産債権,はさんさいけん,,bankruptcy claim,,,,,,
破産債権者,はさんさいけんしゃ,,bankruptcy creditor,,,,,,
破産債権の確定,はさんさいけんのかくてい,,allowance of a bankruptcy claim,,,,,,
破産財団,はさんざいだん,,bankruptcy estate,,,,,,
破産裁判所,はさんさいばんしょ,,bankruptcy court,,,,,,
破産事件,はさんじけん,,bankruptcy case,,,,,,
破産者,はさんしゃ,,bankrupt,,,,,,
破産手続,はさんてつづき,,bankruptcy proceeding,,破産手続開始,commencement of bankruptcy proceedings,,,
破産手続,はさんてつづき,,bankruptcy proceeding,,破産手続開始の原因,grounds for the commencement of bankruptcy proceedings,,,
破産手続,はさんてつづき,,bankruptcy proceeding,,破産手続参加,participation in bankruptcy proceedings,,,
破産手続,はさんてつづき,,bankruptcy proceeding,,破産手続終結の決定,order for completion of bankruptcy proceedings,,,
破産手続,はさんてつづき,,bankruptcy proceeding,,破産手続廃止,discontinuance of bankruptcy proceedings,,,
破産手続,はさんてつづき,,bankruptcy proceeding,,破産手続（の）終了,closing of bankruptcy proceedings,,,
破産手続,はさんてつづき,,bankruptcy proceeding,,,,,"【注】一連の手続を指す場合は、""proceedings""と複数形になる。",
罰金,ばっきん,,fine,,,,,,
発行,はっこう,1,issuance,原則,,,,,【動詞】発行する: issue
発行,はっこう,2,publication,,,,,,【動詞】発行する: publish
罰金刑を科す,ばっきんけいをかす,,be subject to a fine,,その法人又は人の業務に関して…をしたときは、行為者を罰するほか、その法人又は人に対して各本条の罰金刑を科する,"If a person … in connection with the business of the corporation or individual, in addition to the offender being subject to punishment, the corporation or individual is subject to the fine referred to in the relevant Article",,,
発行価額,はっこうかがく,,issue price,,,,,,
発行可能株式総数,はっこうかのうかぶしきそうすう,,total number of authorized shares,,,,,,
発行可能種類株式総数,はっこうかのうしゅるいかぶしきそうすう,,total number of authorized shares in a class,,,,,,
発行者,はっこうしゃ,1,issuer,原則,,,,,
発行者,はっこうしゃ,2,publisher,著作物,,,,,
発行済株式,はっこうずみかぶしき,,issued shares,,,,,,
発行登録,はっこうとうろく,,shelf registration (statement),,,,,,
発行登録追補書類,はっこうとうろくついほしょるい,,shelf registration supplements,,,,,,
発効日,はっこうび,,effective date,,,,,,
罰条,ばつじょう,,applicable penal statute,,,,,,
罰則,ばっそく,,penal provision,,,,,,
発注者,はっちゅうしゃ,,orderer,建設業法第2条第5項や労働安全衛生法第30条第2項のように、発注者を「注文者のうち、その仕事を他の者から請け負わないで注文している者」の意味に限定して用いている場合,この法律において「発注者」とは、建設工事（他の者から請け負つたものを除く。）の注文者をいい、「元請負人」とは、下請契約における注文者で建設業者であるものをいい、「下請負人」とは、下請契約における請負人をいう。,"The term ""orderer "" as used in this Act means a person who orders construction work (excluding a person who undertakes the work from another party), ""main contractor"" as used in this Act means a person who is the operator of a construction business and the order placer under subcontracts, and ""subcontractor"" as used in this Act means the contractor under subcontracts.",建設業法第2条第5項,,
発付,はっぷ,,issue,令状発付の場合,,,,,【動詞】発付する: issue
発明,はつめい,,invention,,,,,,
発明者,はつめいしゃ,,inventor,,,,,,
発問権,はつもんけん,,right to question,,,,,,
発令,はつれい,,issuance,,,,,,
…は犯罪捜査のために認められたものと解してはならない,…ははんざいそうさのためにみとめられたものとかいしてはならない,,…must not be construed as being granted for criminal investigation purposes,,,,,,
払込,はらいこみ,,payment,,,,,,
払込金,はらいこみきん,,paid money,,,,,,
払込金額,はらいこみきんがく,1,amount to be paid in,払い込むべき金額の場合,,,,【注】会社法上使用される「払込金額」,
払込金額,はらいこみきんがく,2,paid-in amount,既に払い込まれた金額の場合,,,,,
払戻し,はらいもどし,,refund,,,,,,【動詞】払い戻す: refund
半期報告書,はんきほうこくしょ,,semiannual securities report,,,,,,
判決,はんけつ,1,judgment,判決一般,,,,,
判決,はんけつ,2,sentence,有罪判決,,,,,
判決,はんけつ,3,judgment of conviction,有罪判決→刑の免除を含む有罪判決を総称する場合,,,,,
判決裁判所,はんけつさいばんしょ,1,sentencing court,刑事の場合,,,,,
判決裁判所,はんけつさいばんしょ,2,court pronouncing judgment,民事の場合,,,,,
判決書,はんけつしょ,,judgment document,,,,,,
犯罪,はんざい,1,crime,,,,,,
犯罪,はんざい,2,offense,,,,,,
犯罪行為,はんざいこうい,,criminal act,,犯罪行為…により生じ、若しくは当該犯罪行為により得た財産又は当該犯罪行為の報酬として得た財産,"any property produced by, obtained through, or obtained in reward for a criminal act",組織的犯罪処罰法第2条第2項第1号,,
犯罪地,はんざいち,,place of crime,,,,,,
犯罪人,はんざいにん,1,offender,,,,,,
